PaymentPlan,Date,Duration,Occasion,Distance_Miles,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude
Casual,2019-07-01,00:12:14,Normal Thursday,1.65,45.52487653,-122.6965141,45.51556831,-122.6738924
Casual,2019-07-01,00:20:23,Normal Thursday,1.74,45.522793,-122.684012,45.5172193,-122.6567013
Casual,2019-07-01,00:19:36,Normal Thursday,3.59,45.5545883,-122.6657143,45.5115081,-122.6597628
Casual,2019-07-01,00:09:04,Normal Thursday,1.1,45.50936198,-122.6812121,45.49913657,-122.6716433
Casual,2019-07-01,00:09:17,Normal Thursday,1.13,45.493341,-122.635762,45.5033655,-122.6447314
Casual,2019-07-01,00:06:20,Normal Thursday,0.67,45.51633325,-122.6566324,45.5236472,-122.6597021
Casual,2019-07-01,00:16:02,Normal Thursday,2.31,45.5286366,-122.6820195,45.50910258,-122.6735169
Casual,2019-07-01,00:04:40,Normal Thursday,0.44,45.52269573,-122.6703492,45.5211726,-122.6763654
Casual,2019-07-01,00:21:38,Normal Thursday,4.12,45.5120577,-122.6245,45.5258342,-122.6812229
Subscriber,2019-07-01,00:13:50,Normal Thursday,2.05,45.51222277,-122.6454261,45.52142066,-122.6726291
Casual,2019-07-01,00:03:38,Normal Thursday,0.31,45.5626825,-122.6760011,45.5626696,-122.6792048
Casual,2019-07-01,00:11:06,Normal Thursday,1.58,45.53715171,-122.6881027,45.5214706,-122.6704289
Casual,2019-07-01,00:11:32,Normal Thursday,1.12,45.52862062,-122.6905073,45.51898132,-122.6812685
Casual,2019-07-01,00:43:43,Normal Thursday,3.06,45.52358836,-122.6619177,45.50624163,-122.6633379
Casual,2019-07-01,00:43:39,Normal Thursday,3.12,45.52358836,-122.6619177,45.50624163,-122.6633379
Subscriber,2019-07-01,00:20:34,Normal Thursday,1.06,45.53550403,-122.7006608,45.5262679,-122.6964618
Casual,2019-07-01,00:11:03,Normal Thursday,1.98,45.51556831,-122.6738924,45.52634601,-122.6941484
Casual,2019-07-01,00:26:11,Normal Thursday,3.98,45.56282546,-122.6747467,45.5159966,-122.6756495
Casual,2019-07-01,00:10:00,Normal Thursday,1.05,45.52297292,-122.6434118,45.52358836,-122.6619177
Casual,2019-07-01,00:16:41,Normal Thursday,1.1,45.52536699,-122.6725459,45.5226224,-122.6777869
Subscriber,2019-07-01,00:04:16,Normal Thursday,0.41,45.51889487,-122.6774061,45.5230283,-122.6784644
Casual,2019-07-01,00:13:20,Normal Thursday,1.49,45.522975,-122.6637546,45.51556831,-122.6738924
Subscriber,2019-07-01,00:05:48,Normal Thursday,0.75,45.5296599,-122.6668112,45.5231234,-122.6713456
Casual,2019-07-01,00:10:38,Normal Thursday,1.47,45.5229602,-122.6627544,45.51556831,-122.6738924
Subscriber,2019-07-01,00:07:44,Normal Thursday,0.72,45.525068,-122.6617196,45.5252863,-122.6724697
Casual,2019-07-01,00:18:04,Normal Thursday,1.58,45.52507854,-122.6775563,45.53211645,-122.6986304
Casual,2019-07-01,00:18:02,Normal Thursday,1.61,45.52507854,-122.6775563,45.53211645,-122.6986304
Casual,2019-07-01,00:07:48,Normal Thursday,1.03,45.53086696,-122.6658887,45.54179953,-122.6614845
Casual,2019-07-01,00:30:23,Normal Thursday,2.81,45.56282546,-122.6747467,45.56282546,-122.6747467
Casual,2019-07-01,00:29:58,Normal Thursday,2.79,45.56282546,-122.6747467,45.56282546,-122.6747467
Subscriber,2019-07-01,00:05:32,Normal Thursday,0.3,45.53290424,-122.68626,45.5300616,-122.6844243
Subscriber,2019-07-01,00:05:54,Normal Thursday,0.29,45.53290424,-122.68626,45.5300616,-122.6844243
Casual,2019-07-01,00:15:40,Normal Thursday,1.45,45.5410345,-122.6687204,45.5559324,-122.6848764
Casual,2019-07-01,00:08:45,Normal Thursday,1.11,45.5153522,-122.6846459,45.5264914,-122.6842918
Casual,2019-07-01,00:10:07,Normal Thursday,0.6,45.5299294,-122.6753219,45.5231234,-122.6713456
Subscriber,2019-07-01,00:13:31,Normal Thursday,2.07,45.5211726,-122.6763654,45.5122043,-122.64963469999999
Casual,2019-07-01,00:24:16,Normal Thursday,2.31,45.5315047,-122.6586386,45.54998583,-122.6756573
Subscriber,2019-07-01,00:14:17,Normal Thursday,1.74,45.53086696,-122.6658887,45.51609691,-122.6790771
Casual,2019-07-01,00:39:46,Normal Thursday,4.5,45.51202353,-122.6363119,45.5575033,-122.6204176
Casual,2019-07-01,00:40:18,Normal Thursday,4.63,45.51202353,-122.6363119,45.5575033,-122.6204176
Casual,2019-07-01,00:09:17,Normal Thursday,1.13,45.5354601,-122.7008675,45.53080401,-122.6844227
Subscriber,2019-07-01,00:02:49,Normal Thursday,0.23,45.4947558,-122.6189385,45.493337,-122.623397
Casual,2019-07-01,00:46:41,Normal Thursday,1.51,45.52247868,-122.6732969,45.52247868,-122.6732969
Subscriber,2019-07-01,00:12:47,Normal Thursday,1.04,45.53080401,-122.6844227,45.52871176,-122.674166
Casual,2019-07-01,00:37:08,Normal Thursday,3.65,45.5120726,-122.6327365,45.52536699,-122.6725459
Casual,2019-07-01,00:36:35,Normal Thursday,3.74,45.5120726,-122.6327365,45.52536699,-122.6725459
Casual,2019-07-01,00:28:04,Normal Thursday,2.09,45.522793,-122.656616,45.5120624,-122.6276497
Casual,2019-07-01,00:28:20,Normal Thursday,4.11,45.5341466,-122.6947255,45.49913657,-122.6716433
Casual,2019-07-01,00:26:47,Normal Thursday,2.1,45.522793,-122.656616,45.5120624,-122.6276497
Casual,2019-07-01,00:01:08,Normal Thursday,0,45.53232501,-122.6824299,45.53232501,-122.6824299
Subscriber,2019-07-01,00:03:26,Normal Thursday,0.3,45.52507854,-122.6775563,45.52374151,-122.6818129
Subscriber,2019-07-01,00:13:02,Normal Thursday,2.43,45.5123445,-122.6675278,45.52579919,-122.6855063
Casual,2019-07-01,00:18:11,Normal Thursday,2.58,45.5230674,-122.6764857,45.5244572,-122.670218
Casual,2019-07-01,00:29:09,Normal Thursday,3.12,45.53232501,-122.6824299,45.49913657,-122.6716433
Subscriber,2019-07-01,00:03:34,Normal Thursday,0.36,45.5230283,-122.6784644,45.5266153,-122.6775827
Casual,2019-07-01,00:43:25,Normal Thursday,3.48,45.52634601,-122.6941484,45.53550403,-122.7006608
Casual,2019-07-01,00:37:21,Normal Thursday,1.6,45.52247868,-122.6732969,45.52247868,-122.6732969
Casual,2019-07-01,00:07:35,Normal Thursday,1.17,45.5209254,-122.6741073,45.5286366,-122.6820195
Casual,2019-07-01,00:06:14,Normal Thursday,0.93,45.52871176,-122.674166,45.5185553,-122.6731831
Casual,2019-07-01,00:13:14,Normal Thursday,1.59,45.5211726,-122.6763654,45.51844688,-122.651685
Subscriber,2019-07-01,00:10:33,Normal Thursday,1.7,45.493337,-122.623397,45.5033655,-122.6447314
Casual,2019-07-01,00:15:14,Normal Thursday,1.37,45.49913657,-122.6716433,45.51556831,-122.6738924
Subscriber,2019-07-01,00:01:41,Normal Thursday,0.01,45.49913657,-122.6716433,45.49913657,-122.6716433
Casual,2019-07-01,00:13:30,Normal Thursday,1.38,45.49913657,-122.6716433,45.51556831,-122.6738924
Casual,2019-07-01,00:08:41,Normal Thursday,0.69,45.50936198,-122.6812121,45.50936198,-122.6812121
Casual,2019-07-01,00:36:29,Normal Thursday,2.92,45.51889487,-122.6774061,45.5178988,-122.6600522
Casual,2019-07-01,00:06:22,Normal Thursday,0.74,45.5212282,-122.6837964,45.5273269,-122.677609
Casual,2019-07-01,00:05:38,Normal Thursday,0.7,45.53409115,-122.6949424,45.5314628,-122.685491
Casual,2019-07-01,00:30:48,Normal Thursday,2.78,45.51889487,-122.6774061,45.5178988,-122.6600522
Casual,2019-07-01,00:18:50,Normal Thursday,1.65,45.51556831,-122.6738924,45.51556831,-122.6738924
Casual,2019-07-01,00:20:20,Normal Thursday,2.84,45.5482426,-122.6472868,45.53080401,-122.6844227
Casual,2019-07-01,00:06:34,Normal Thursday,0.67,45.5164892,-122.6516344,45.5120832,-122.6435501
Subscriber,2019-07-01,00:20:44,Normal Thursday,2.07,45.52634601,-122.6941484,45.5140232,-122.6853843
Subscriber,2019-07-01,00:57:16,Normal Thursday,1.68,45.5314628,-122.685491,45.52651,-122.6832776
Casual,2019-07-01,00:23:33,Normal Thursday,1.86,45.52507854,-122.6775563,45.52181825,-122.7044079
Casual,2019-07-01,00:11:02,Normal Thursday,1.78,45.54179953,-122.6614845,45.52507854,-122.6775563
Casual,2019-07-01,00:30:28,Normal Thursday,0.01,45.5120597,-122.6258241,45.5120577,-122.6245
Casual,2019-07-01,00:26:12,Normal Thursday,2.34,45.49913657,-122.6716433,45.52871176,-122.674166
Casual,2019-07-01,00:03:27,Normal Thursday,0.21,45.5273269,-122.677609,45.5279666,-122.6813021
Subscriber,2019-07-01,00:23:04,Normal Thursday,2.03,45.530109,-122.6772893,45.5165636,-122.6863212
Subscriber,2019-07-01,00:26:20,Normal Thursday,0.59,45.51844688,-122.651685,45.5193416,-122.6516153
Subscriber,2019-07-01,00:17:32,Normal Thursday,2.42,45.51147657,-122.6662856,45.5150822,-122.6750629
Casual,2019-07-01,00:31:16,Normal Thursday,1.74,45.5229602,-122.6627544,45.5229602,-122.6627544
Subscriber,2019-07-01,00:05:37,Normal Thursday,0.39,45.52378902,-122.6747386,45.51889487,-122.6774061
Subscriber,2019-07-01,00:10:47,Normal Thursday,0.49,45.527934,-122.650547,45.5314977,-122.6545881
Subscriber,2019-07-01,00:12:39,Normal Thursday,1.23,45.52196048,-122.6896772,45.5231234,-122.6713456
Casual,2019-07-01,00:12:49,Normal Thursday,0.52,45.5150935,-122.6607727,45.517939,-122.6586863
Subscriber,2019-07-01,00:04:47,Normal Thursday,0.5,45.5306755,-122.6895215,45.5264914,-122.6842918
Casual,2019-07-01,00:16:30,Normal Thursday,2.24,45.512867,-122.67487,45.52440674,-122.6497686
Subscriber,2019-07-01,00:11:21,Normal Thursday,0.82,45.51928859,-122.6792488,45.5266787,-122.6735353
Casual,2019-07-01,00:25:16,Normal Thursday,1.57,45.52536699,-122.6725459,45.5248023,-122.6485379
Casual,2019-07-01,00:06:09,Normal Thursday,0.75,45.5264914,-122.6842918,45.52976024,-122.6966429
Casual,2019-07-01,00:04:36,Normal Thursday,0.28,45.53027884,-122.654669,45.53140997,-122.6574612
Subscriber,2019-07-01,00:08:08,Normal Thursday,0.6,45.5264458,-122.6873355,45.52196048,-122.6896772
Subscriber,2019-07-01,00:04:02,Normal Thursday,0.22,45.5140232,-122.6853843,45.51544427,-122.6846749
Casual,2019-07-01,00:43:37,Normal Thursday,3.59,45.5244572,-122.670218,45.522975,-122.6637546
Casual,2019-07-01,00:10:55,Normal Thursday,0.88,45.52374151,-122.6818129,45.52862062,-122.6905073
Casual,2019-07-01,00:10:10,Normal Thursday,1.36,45.52358836,-122.6619177,45.52579919,-122.6855063
Casual,2019-07-01,00:05:44,Normal Thursday,0.64,45.5165734,-122.6194763,45.5164548,-122.6282071
Casual,2019-07-01,00:11:41,Normal Thursday,1.08,45.5575033,-122.6204176,45.55902314,-122.6355462
Casual,2019-07-01,00:11:32,Normal Thursday,1.09,45.5575033,-122.6204176,45.55902314,-122.6355462
Subscriber,2019-07-01,00:11:25,Normal Thursday,1,45.52196048,-122.6896772,45.5194778,-122.6772235
Subscriber,2019-07-01,00:18:05,Normal Thursday,2.58,45.5520619,-122.6667467,45.51928859,-122.6792488
Casual,2019-07-01,00:25:05,Normal Thursday,2.04,45.5172193,-122.6567013,45.5200382,-122.6879003
Casual,2019-07-01,00:05:35,Normal Thursday,0.67,45.5201388,-122.6768712,45.5105362,-122.6808937
Subscriber,2019-07-01,00:03:40,Normal Thursday,0.14,45.5111947,-122.6805467,45.5118686,-122.6801832
Casual,2019-07-01,00:24:47,Normal Thursday,2.07,45.5172193,-122.6567013,45.5200382,-122.6879003
Casual,2019-07-01,00:14:44,Normal Thursday,1.77,45.49913657,-122.6716433,45.5120818,-122.6533493
Subscriber,2019-07-01,00:05:20,Normal Thursday,0.85,45.5284672,-122.656532,45.5200851,-122.6607401
Subscriber,2019-07-01,00:18:53,Normal Thursday,0.82,45.527275,-122.6606942,45.5178988,-122.6600522
Casual,2019-07-01,00:21:03,Normal Thursday,1.1,45.512867,-122.67487,45.49913657,-122.6716433
Subscriber,2019-07-01,00:28:46,Normal Thursday,0.59,45.519382,-122.6637877,45.52358836,-122.6619177
Casual,2019-07-01,00:05:48,Normal Thursday,0.59,45.5370647,-122.6870447,45.53409115,-122.6949424
Casual,2019-07-01,00:16:36,Normal Thursday,1.26,45.51898132,-122.6812685,45.523086,-122.6754201
Casual,2019-07-01,00:01:37,Normal Thursday,0.18,45.5314977,-122.6545881,45.53140997,-122.6574612
Subscriber,2019-07-01,00:05:57,Normal Thursday,0.7,45.5265488,-122.6607072,45.5172733,-122.6627866
Casual,2019-07-01,00:12:34,Normal Thursday,1.19,45.51898132,-122.6812685,45.523086,-122.6754201
Subscriber,2019-07-01,00:18:12,Normal Thursday,1.84,45.5162906,-122.6853012,45.52871176,-122.674166
Subscriber,2019-07-01,00:04:14,Normal Thursday,0.48,45.5286366,-122.6820195,45.52862062,-122.6905073
Casual,2019-07-01,00:14:56,Normal Thursday,1.04,45.512867,-122.67487,45.49913657,-122.6716433
Casual,2019-07-01,00:05:26,Normal Thursday,0.56,45.53550403,-122.7006608,45.52914205,-122.6987028
Casual,2019-07-01,00:14:48,Normal Thursday,1.75,45.5616433,-122.6669328,45.55905507,-122.6427104
Casual,2019-07-01,00:05:46,Normal Thursday,0.78,45.50910258,-122.6735169,45.51782551,-122.6724963
Casual,2019-07-01,00:19:01,Normal Thursday,2.31,45.54998583,-122.6756573,45.52507854,-122.6775563
Subscriber,2019-07-01,00:10:40,Normal Thursday,0.86,45.523048,-122.6774256,45.52871176,-122.674166
Casual,2019-07-01,00:07:42,Normal Thursday,0.69,45.51184309,-122.68372,45.51898132,-122.6812685
Casual,2019-07-01,00:17:11,Normal Thursday,2.28,45.5449084,-122.6775915,45.52507854,-122.6775563
Casual,2019-07-01,00:24:09,Normal Thursday,2.42,45.49913657,-122.6716433,45.5230283,-122.6784644
Casual,2019-07-01,00:22:22,Normal Thursday,1.29,45.50468892,-122.6345551,45.51186486,-122.6210475
Subscriber,2019-07-01,00:29:18,Normal Thursday,2.47,45.525043,-122.6852545,45.5088042,-122.6655893
Subscriber,2019-07-01,00:19:29,Normal Thursday,1.42,45.52976024,-122.6966429,45.5230283,-122.6784644
Casual,2019-07-01,00:11:02,Normal Thursday,1.12,45.5211726,-122.6763654,45.5165636,-122.6863212
Subscriber,2019-07-01,00:07:09,Normal Thursday,0.84,45.50936198,-122.6812121,45.5174734,-122.6783165
Casual,2019-07-01,00:12:35,Normal Thursday,1.13,45.5172294,-122.6597443,45.519372,-122.6607447
Casual,2019-07-01,00:11:55,Normal Thursday,1.85,45.5475928,-122.6667604,45.52507854,-122.6775563
Casual,2019-07-01,00:05:21,Normal Thursday,0.43,45.5164548,-122.6282071,45.511907,-122.6294804
Casual,2019-07-01,00:50:23,Normal Thursday,4.32,45.5194778,-122.6772235,45.51803882,-122.6755822
Casual,2019-07-01,00:16:23,Normal Thursday,1.64,45.52181825,-122.7044079,45.52374151,-122.6818129
Casual,2019-07-01,00:09:43,Normal Thursday,1.06,45.524531,-122.6744613,45.52862062,-122.6905073
Casual,2019-07-01,00:03:20,Normal Thursday,0.39,45.5171999,-122.6772947,45.5211726,-122.6763654
Casual,2019-07-01,00:25:59,Normal Thursday,1.9,45.51782551,-122.6724963,45.5350701,-122.6586141
Casual,2019-07-01,00:04:43,Normal Thursday,2.62,45.52723,-122.6652237,45.5027677,-122.6714408
Casual,2019-07-01,00:24:37,Normal Thursday,1.93,45.51782551,-122.6724963,45.5350701,-122.6586141
Casual,2019-07-01,00:06:57,Normal Thursday,0.61,45.51592353,-122.6833123,45.5211726,-122.6763654
Casual,2019-07-01,00:10:30,Normal Thursday,1.18,45.53550403,-122.7006608,45.52556242,-122.6892561
Casual,2019-07-01,00:05:09,Normal Thursday,0.75,45.51782551,-122.6724963,45.50910258,-122.6735169
Casual,2019-07-01,00:36:46,Normal Thursday,2.87,45.52771962,-122.6603526,45.5027677,-122.6714408
Casual,2019-07-01,00:25:07,Normal Thursday,3.2,45.50356665,-122.6395279,45.522793,-122.656616
Casual,2019-07-01,00:04:24,Normal Thursday,0.53,45.517939,-122.6586863,45.51515295,-122.665776
Casual,2019-07-01,00:07:07,Normal Thursday,0.98,45.5120818,-122.6533493,45.5238878,-122.6509085
Casual,2019-07-01,00:41:36,Normal Thursday,1.45,45.52247868,-122.6732969,45.52634601,-122.6941484
Casual,2019-07-01,00:40:32,Normal Thursday,1.44,45.52247868,-122.6732969,45.52634601,-122.6941484
Casual,2019-07-01,00:41:21,Normal Thursday,1.44,45.52247868,-122.6732969,45.52634601,-122.6941484
Casual,2019-07-01,00:19:29,Normal Thursday,2.61,45.559116,-122.6848636,45.53083126,-122.6815957
Casual,2019-07-01,00:13:43,Normal Thursday,0.74,45.522987,-122.6811288,45.5250657,-122.684239
Casual,2019-07-01,00:33:05,Normal Thursday,2.06,45.50624163,-122.6633379,45.51782551,-122.6724963
Casual,2019-07-01,00:06:19,Normal Thursday,1.05,45.51202353,-122.6363119,45.5033655,-122.6447314
Casual,2019-07-01,00:02:27,Normal Thursday,0.18,45.554626,-122.674989,45.55458563,-122.6755413
Casual,2019-07-01,00:32:08,Normal Thursday,1.99,45.50624163,-122.6633379,45.51782551,-122.6724963
Casual,2019-07-01,00:02:26,Normal Thursday,0.19,45.519372,-122.6607447,45.5172321,-122.6607631
Casual,2019-07-01,00:17:39,Normal Thursday,2.61,45.559116,-122.6848636,45.53083126,-122.6815957
Casual,2019-07-01,00:35:09,Normal Thursday,1.44,45.52247868,-122.6732969,45.5263053,-122.6944335
Casual,2019-07-01,00:05:37,Normal Thursday,0.71,45.52196048,-122.6896772,45.5178549,-122.6769385
Casual,2019-07-01,00:30:46,Normal Thursday,2.01,45.50624163,-122.6633379,45.51782551,-122.6724963
Casual,2019-07-01,00:05:00,Normal Thursday,0.53,45.50910258,-122.6735169,45.5027677,-122.6714408
Casual,2019-07-01,00:29:17,Normal Thursday,2.04,45.50624163,-122.6633379,45.51782551,-122.6724963
Casual,2019-07-01,00:25:02,Normal Thursday,3.09,45.49913657,-122.6716433,45.53232501,-122.6824299
Subscriber,2019-07-01,00:06:02,Normal Thursday,0.94,45.5591122,-122.6546242,45.5590465,-122.6358797
Casual,2019-07-01,00:06:26,Normal Thursday,0.7,45.52536699,-122.6725459,45.52579919,-122.6855063
Casual,2019-07-01,00:03:33,Normal Thursday,0.43,45.5204119,-122.6778923,45.51609691,-122.6790771
Casual,2019-07-01,00:16:48,Normal Thursday,4.61,45.5169738,-122.6425085,45.5293317,-122.6229858
Casual,2019-07-01,00:15:42,Normal Thursday,1.63,45.5175854,-122.6759187,45.5230037,-122.6658179
Casual,2019-07-01,00:23:30,Normal Thursday,1.84,45.49913657,-122.6716433,45.5033655,-122.6447314
Subscriber,2019-07-01,00:06:59,Normal Thursday,1,45.5118686,-122.6801832,45.5231391,-122.6723799
Casual,2019-07-01,00:10:06,Normal Thursday,0.33,45.5212282,-122.6837964,45.5250843,-122.6832248
Casual,2019-07-01,00:14:17,Normal Thursday,1.63,45.5175854,-122.6759187,45.5230037,-122.6658179
Subscriber,2019-07-01,00:06:08,Normal Thursday,0.77,45.5299294,-122.6753219,45.5286366,-122.6820195
Casual,2019-07-01,00:21:49,Normal Thursday,1.85,45.49913657,-122.6716433,45.5033655,-122.6447314
Casual,2019-07-01,00:16:20,Normal Thursday,1.8,45.522975,-122.6637546,45.5282777,-122.6766282
Casual,2019-07-01,00:40:49,Normal Thursday,2.67,45.52378902,-122.6747386,45.52771962,-122.6603526
Casual,2019-07-01,00:01:45,Normal Thursday,0.08,45.51186486,-122.6210475,45.51186486,-122.6210475
Casual,2019-07-01,00:39:14,Normal Thursday,1.66,45.512867,-122.67487,45.52247868,-122.6732969
Subscriber,2019-07-01,00:08:02,Normal Thursday,0.94,45.5204119,-122.6778923,45.5300414,-122.6854175
Casual,2019-07-01,00:05:50,Normal Thursday,0.59,45.5314412,-122.6865198,45.53409115,-122.6949424
Casual,2019-07-01,00:10:24,Normal Thursday,0.91,45.5154692,-122.6794042,45.52507854,-122.6775563
Casual,2019-07-01,00:04:43,Normal Thursday,2.27,45.5348763,-122.6896728,45.53080401,-122.6844227
Casual,2019-07-01,00:51:07,Normal Thursday,4.38,45.55458563,-122.6755413,45.52643,-122.634719
Casual,2019-07-01,00:17:59,Normal Thursday,2.56,45.5264914,-122.6842918,45.5034095,-122.6729159
Subscriber,2019-07-01,00:04:40,Normal Thursday,1.85,45.5699917,-122.6306657,45.5590859,-122.6468005
Casual,2019-07-01,00:24:31,Normal Thursday,1.47,45.5211726,-122.6763654,45.5233759,-122.6973996
Casual,2019-07-01,00:50:39,Normal Thursday,4.38,45.5546279,-122.6755257,45.52643,-122.634719
Casual,2019-07-01,00:14:26,Normal Thursday,0.79,45.50356665,-122.6395279,45.51202353,-122.6363119
Casual,2019-07-01,00:43:33,Normal Thursday,2.17,45.52247868,-122.6732969,45.49913657,-122.6716433
Casual,2019-07-01,00:19:42,Normal Thursday,1.43,45.522793,-122.656616,45.52374151,-122.6818129
Casual,2019-07-01,00:46:30,Normal Thursday,3.02,45.52269573,-122.6703492,45.52269573,-122.6703492
Casual,2019-07-01,00:18:33,Normal Thursday,1.45,45.522793,-122.656616,45.52374151,-122.6818129
Casual,2019-07-01,00:23:10,Normal Thursday,1.45,45.5211726,-122.6763654,45.5233759,-122.6973996
Subscriber,2019-07-01,00:30:40,Normal Thursday,4.02,45.5590472,-122.6363774,45.5207844,-122.6566213
Casual,2019-07-01,00:13:20,Normal Thursday,0.76,45.50356665,-122.6395279,45.51202353,-122.6363119
Subscriber,2019-07-01,00:04:54,Normal Thursday,0.4,45.5231391,-122.6723799,45.5230283,-122.6784644
Casual,2019-07-01,00:04:07,Normal Thursday,0.33,45.5236962,-122.6811554,45.52378902,-122.6747386
Casual,2019-07-01,00:02:42,Normal Thursday,0.1,45.5201388,-122.6768712,45.51889487,-122.6774061
Casual,2019-07-01,00:22:40,Normal Thursday,3.81,45.50936198,-122.6812121,45.50936198,-122.6812121
Casual,2019-07-01,00:13:52,Normal Thursday,1.75,45.49913657,-122.6716433,45.5033655,-122.6447314
Casual,2019-07-01,00:44:06,Normal Thursday,3,45.52269573,-122.6703492,45.52269573,-122.6703492
Casual,2019-07-01,00:08:02,Normal Thursday,0.99,45.52862062,-122.6905073,45.51928859,-122.6792488
Casual,2019-07-01,00:22:32,Normal Thursday,2.03,45.52536699,-122.6725459,45.5172733,-122.6627866
Casual,2019-07-01,00:04:06,Normal Thursday,0.34,45.5178549,-122.6769385,45.51556831,-122.6738924
Casual,2019-07-01,00:39:14,Normal Thursday,3.43,45.51782551,-122.6724963,45.493341,-122.635762
Casual,2019-07-01,00:38:24,Normal Thursday,3.43,45.51782551,-122.6724963,45.493341,-122.635762
Subscriber,2019-07-01,00:06:13,Normal Thursday,0.58,45.53409115,-122.6949424,45.52862062,-122.6905073
Subscriber,2019-07-01,00:07:31,Normal Thursday,0.54,45.52196048,-122.6896772,45.51898132,-122.6812685
Casual,2019-07-01,00:36:05,Normal Thursday,2.68,45.5231095,-122.6702964,45.52269573,-122.6703492
Subscriber,2019-07-01,00:54:25,Normal Thursday,2.62,45.5590859,-122.6468005,45.559107,-122.6526729
