NEWID,MEMBNO,AGE,SEX,EARNER,EARNTYPE,INC_HRSQ,INCOMEY,OCCUCODE,HISPANIC,MEMBRACE,PAYSTUB,SALARYX,WKSTATUS
03529661,1,37,2,1,2,20,5,06,NA,1,NA,NA,2
03529661,2,37,1,1,1,60,5,06,NA,1,NA,NA,2
03529661,3,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529661,4,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529661,5,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529671,1,59,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529671,2,58,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529681,1,62,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529681,2,66,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529681,3,68,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529691,1,42,2,1,4,20,1,05,NA,1,1,1600,1
03529691,2,52,1,2,NA,NA,NA,,2,6,NA,NA,NA
03529691,3,18,2,2,NA,NA,NA,,2,6,NA,NA,NA
03529691,4,15,1,2,NA,NA,NA,,2,6,NA,NA,NA
03529721,1,52,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03529751,1,75,2,2,NA,NA,NA,,5,1,NA,NA,NA
03529751,2,28,1,2,NA,NA,NA,,5,1,NA,NA,NA
03529761,1,65,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529771,1,51,2,1,1,50,3,02,NA,1,1,45000,1
03529781,1,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529781,2,37,1,1,1,60,1,01,NA,1,2,NA,1
03529781,3,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529781,4,14,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529781,5,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529801,1,78,1,1,2,20,5,01,NA,1,NA,NA,2
03529801,2,75,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529841,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529841,2,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529861,1,23,1,1,3,40,1,03,NA,1,1,56000,1
03529861,2,24,2,1,4,8,1,03,NA,1,1,2500,1
03529881,1,34,2,1,1,40,1,01,NA,1,2,42000,1
03529881,2,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03529921,1,77,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529921,2,80,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03529931,1,55,1,1,1,40,1,03,NA,1,1,95000,1
03529931,2,54,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529931,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03529943,1,19,1,1,4,20,1,10,NA,2,2,2000,1
03529971,1,75,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03529971,2,47,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03529971,3,14,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03529971,4,13,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03529971,5,13,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03529981,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530051,1,43,1,2,NA,NA,NA,,1,1,NA,NA,NA
03530051,2,16,1,2,NA,NA,NA,,1,2,NA,NA,NA
03530051,3,44,1,1,3,50,1,12,1,1,2,70000,1
03530051,4,5,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03530061,1,62,1,1,1,40,1,12,NA,1,2,68000,1
03530071,1,36,2,2,NA,NA,NA,,1,1,NA,NA,NA
03530071,2,36,1,2,NA,NA,NA,,1,1,NA,NA,NA
03530071,3,11,2,NA,NA,NA,NA,,1,1,NA,NA,NA
03530111,1,24,1,1,3,50,1,11,NA,1,2,35000,1
03530111,2,20,2,1,4,30,1,05,NA,1,2,NA,1
03530121,1,30,2,1,2,30,1,09,NA,1,2,14500,1
03530121,2,31,1,1,3,40,1,11,NA,1,2,14500,1
03530121,3,9,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530121,4,7,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530121,5,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530181,1,62,2,1,2,24,1,03,NA,1,2,54000,1
03530181,2,59,1,1,1,50,1,05,NA,1,2,22000,1
03530191,1,33,1,1,1,35,4,03,NA,2,1,35000,1
03530211,1,55,2,1,3,40,3,02,NA,1,1,49000,1
03530211,2,29,1,1,3,52,3,10,NA,1,2,31200,1
03530221,1,31,2,1,4,20,1,10,NA,1,1,900,1
03530234,1,22,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530241,1,44,1,1,1,65,1,01,NA,1,1,45000,1
03530241,2,44,1,1,1,65,1,11,NA,1,1,45000,1
03530251,1,54,1,1,4,18,5,01,NA,1,1,25000,2
03530251,2,53,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530261,1,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530271,1,72,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03530281,1,37,2,1,1,40,1,06,NA,1,1,21000,1
03530281,2,13,2,NA,NA,NA,NA,,NA,6,NA,NA,NA
03530281,3,0,1,NA,NA,NA,NA,,NA,6,NA,NA,NA
03530301,1,43,1,1,3,40,1,03,NA,1,2,96000,1
03530301,2,45,2,1,1,40,1,06,NA,1,2,60000,1
03530301,3,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530301,4,11,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530301,5,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530321,1,76,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530321,2,76,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530361,1,57,1,1,1,45,1,01,NA,2,2,35000,1
03530361,2,55,2,1,1,40,1,01,NA,2,2,NA,1
03530411,1,26,1,1,4,20,1,06,NA,1,1,1498,1
03530451,1,53,2,1,1,40,2,01,NA,1,1,61000,1
03530451,2,29,2,1,1,55,1,05,NA,1,2,NA,1
03530461,1,28,2,1,3,40,1,06,NA,1,1,50000,1
03530471,1,45,1,1,1,35,1,05,NA,1,NA,NA,1
03530482,1,47,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530491,1,64,1,1,3,45,1,10,NA,1,2,13000,1
03530491,2,65,2,1,1,40,1,01,NA,1,1,71500,1
03530501,1,64,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03530501,2,35,1,2,NA,NA,NA,,4,3,NA,NA,NA
03530501,3,23,2,1,1,40,1,10,4,6,2,NA,1
03530501,4,3,2,NA,NA,NA,NA,,4,6,NA,NA,NA
03530511,1,57,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03530531,1,52,2,1,1,40,1,04,NA,2,2,25000,1
03530531,2,72,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03530541,1,26,1,1,4,30,3,02,NA,1,2,42000,1
03530541,2,26,2,1,4,10,3,04,NA,1,2,652,1
03530553,1,30,1,1,1,35,1,12,1,1,2,16000,1
03530553,2,26,1,1,1,40,1,11,1,1,2,18000,1
03530553,3,30,1,1,1,40,1,11,1,1,2,18000,1
03530574,1,21,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530611,1,27,1,1,1,70,1,13,NA,1,2,86000,1
03530611,2,25,2,1,1,45,1,13,NA,1,2,60000,1
03530621,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530621,2,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530651,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530651,2,72,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530671,1,68,1,1,1,40,5,03,NA,1,2,NA,2
03530671,2,65,2,1,1,50,1,03,NA,1,2,150000,1
03530681,1,47,1,1,1,60,1,10,NA,1,1,48000,1
03530681,2,44,2,1,2,20,1,01,NA,1,1,18000,1
03530681,3,18,1,1,2,20,1,10,NA,1,1,7200,1
03530691,1,38,1,1,3,55,1,07,NA,1,1,NA,1
03530691,2,17,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530691,3,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530691,4,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530691,5,38,2,1,1,67,1,05,NA,1,2,NA,1
03530704,1,32,2,1,1,40,1,01,NA,1,2,NA,1
03530704,2,34,1,1,1,50,1,12,NA,1,2,NA,1
03530711,1,54,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03530711,2,61,1,2,NA,NA,NA,,NA,5,NA,NA,NA
03530711,3,29,2,1,1,40,1,04,NA,6,2,NA,1
03530721,1,64,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530721,2,70,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530721,3,67,2,1,1,57,1,07,NA,1,1,8000,1
03530731,1,22,1,2,NA,NA,NA,,1,1,NA,NA,NA
03530731,2,50,2,1,1,40,1,04,NA,1,2,38400,1
03530731,3,54,1,1,3,40,1,11,NA,1,2,43680,1
03530741,1,78,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530741,2,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530741,3,54,2,1,3,36,1,03,NA,1,2,NA,1
03530741,4,28,2,1,1,44,1,03,NA,1,2,NA,1
03530781,1,65,2,1,4,6,1,05,4,1,2,130,1
03530781,2,25,1,1,3,40,1,14,4,1,2,18000,1
03530781,3,24,2,2,NA,NA,NA,,4,1,NA,NA,NA
03530781,4,6,1,NA,NA,NA,NA,,4,1,NA,NA,NA
03530791,1,46,2,1,1,40,1,01,NA,6,2,36400,1
03530791,2,44,1,1,1,40,3,07,NA,6,1,35400,1
03530801,1,29,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03530801,2,25,1,1,1,60,1,01,NA,2,2,25740,1
03530801,3,13,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530801,4,5,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530801,5,3,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530801,6,3,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530801,7,4,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530821,1,69,2,1,3,35,4,11,NA,2,2,10000,1
03530821,2,43,2,1,3,36,4,01,NA,2,2,17000,1
03530841,1,55,1,1,3,40,1,11,NA,2,2,NA,1
03530841,2,42,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530841,3,17,2,1,3,35,1,10,NA,6,2,NA,1
03530841,4,16,1,1,4,15,1,10,NA,6,2,NA,1
03530841,5,15,1,2,NA,NA,NA,,NA,6,NA,NA,NA
03530841,6,14,2,2,NA,NA,NA,,NA,6,NA,NA,NA
03530841,7,3,2,NA,NA,NA,NA,,NA,6,NA,NA,NA
03530841,8,2,1,NA,NA,NA,NA,,NA,6,NA,NA,NA
03530864,1,60,1,1,4,20,1,10,NA,1,2,NA,1
03530871,1,70,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530871,2,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530891,1,87,1,1,2,15,5,10,NA,1,1,3600,2
03530891,2,80,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530901,1,54,2,1,1,35,5,06,NA,1,2,18584,2
03530911,1,28,2,1,1,40,1,06,NA,2,2,40000,1
03530911,2,33,1,1,1,40,1,11,NA,2,2,NA,1
03530911,3,1,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530911,4,9,1,NA,NA,NA,NA,,NA,2,NA,NA,NA
03530921,1,87,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03530921,2,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03530941,1,39,2,1,1,50,4,01,NA,1,1,64000,1
03530941,2,15,2,1,4,2,1,10,NA,1,1,330,1
03530941,3,18,2,1,4,20,1,10,NA,1,2,8000,1
03530971,1,35,2,1,1,40,1,10,NA,1,1,90000,1
03530971,2,36,1,1,1,60,1,03,NA,1,1,280500,1
03530971,3,12,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530971,4,10,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03530971,5,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531004,1,26,1,1,3,40,1,05,NA,1,2,30000,1
03531004,2,23,2,1,3,50,1,04,NA,2,2,56000,1
03531011,1,52,1,1,4,30,1,12,NA,1,1,1140,1
03531011,2,14,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531021,1,27,1,1,3,45,2,08,NA,2,2,37000,1
03531051,1,38,1,1,1,45,1,03,NA,1,2,120000,1
03531051,2,35,2,1,2,20,1,03,NA,1,2,24000,1
03531051,3,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531061,1,61,1,1,1,50,1,01,NA,1,2,120000,1
03531061,2,58,2,1,1,40,1,01,NA,1,2,35000,1
03531074,1,22,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531084,1,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531091,1,19,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531101,1,68,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531101,2,65,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531111,1,43,2,1,1,40,1,03,NA,1,2,26000,1
03531111,2,39,1,1,1,42,1,11,NA,1,2,65000,1
03531111,3,25,1,1,1,40,1,11,NA,1,2,35000,1
03531141,1,39,2,1,4,30,1,02,NA,1,2,25000,1
03531141,2,22,1,1,4,32,1,10,NA,2,2,NA,1
03531141,3,18,1,2,NA,NA,NA,,NA,2,NA,NA,NA
03531141,4,11,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03531171,1,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531171,2,47,1,1,1,50,2,03,NA,1,2,140000,1
03531171,3,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531171,4,10,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531171,5,5,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531221,1,31,1,1,1,70,2,15,NA,1,2,39500,1
03531221,2,26,2,1,3,40,1,05,NA,4,2,33000,1
03531241,1,64,2,1,1,40,1,03,NA,1,1,125000,1
03531241,2,64,1,1,1,60,1,03,NA,1,1,280500,1
03531241,3,28,1,1,1,40,4,03,NA,1,1,55000,1
03531241,4,26,2,1,1,40,1,03,NA,1,1,48259,1
03531271,1,50,1,1,1,40,2,01,NA,1,2,75000,1
03531271,2,52,2,1,1,40,2,01,1,1,2,78000,1
03531271,3,23,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531281,1,45,1,1,1,40,1,01,NA,1,1,55000,1
03531281,2,53,2,1,1,40,1,04,NA,2,2,32000,1
03531291,1,65,1,1,1,40,1,13,NA,2,NA,NA,1
03531311,1,31,2,1,1,40,1,03,NA,1,2,85000,1
03531311,2,30,1,1,3,56,4,08,NA,1,1,45000,1
03531311,3,4,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531311,4,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531321,1,36,1,1,1,50,1,01,NA,1,2,55000,1
03531321,2,30,2,1,1,40,1,06,NA,1,1,40000,1
03531361,1,79,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531371,1,53,2,1,1,40,1,10,4,1,1,24500,1
03531371,2,14,1,2,NA,NA,NA,,4,6,NA,NA,NA
03531431,1,63,2,1,1,40,1,01,NA,1,2,42000,1
03531431,2,41,1,1,1,40,1,06,NA,1,2,37000,1
03531451,1,24,1,1,3,40,1,03,NA,1,2,62000,1
03531461,1,49,1,1,1,40,4,02,NA,1,1,46000,1
03531461,2,49,1,1,1,36,1,04,NA,1,2,29000,1
03531471,1,63,1,1,1,40,4,10,NA,1,2,41000,1
03531471,2,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531471,3,53,2,1,1,40,1,10,NA,1,2,30000,1
03531471,4,14,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531471,5,35,1,1,1,40,1,10,NA,1,2,10000,1
03531531,1,37,1,1,1,40,1,03,NA,1,2,50000,1
03531531,2,34,2,1,1,40,1,03,NA,1,2,48000,1
03531541,1,55,1,1,1,40,2,04,NA,1,1,28000,1
03531541,2,48,2,1,1,40,2,04,NA,4,1,28000,1
03531561,1,32,1,1,3,50,3,02,NA,1,2,NA,1
03531561,2,32,2,1,3,55,3,02,NA,1,2,NA,1
03531571,1,48,2,1,1,35,1,07,NA,1,2,57000,1
03531571,2,57,1,1,1,42,2,11,NA,1,2,NA,1
03531571,3,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531581,1,41,2,1,1,40,1,10,NA,1,1,NA,1
03531661,1,26,1,1,4,20,1,05,NA,1,2,NA,1
03531661,2,48,2,1,1,40,1,06,NA,1,2,NA,1
03531661,3,37,1,1,1,40,1,06,NA,1,2,NA,1
03531661,4,17,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531671,1,74,2,1,1,35,1,01,NA,1,1,50249,1
03531671,2,63,1,1,4,27,1,03,NA,1,2,48000,1
03531691,1,30,1,1,1,43,1,06,NA,1,2,45000,1
03531731,1,65,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03531751,1,27,2,1,3,40,1,11,2,1,2,NA,1
03531751,2,27,1,2,NA,NA,NA,,2,1,NA,NA,NA
03531751,3,5,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03531751,4,5,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03531751,5,3,2,NA,NA,NA,NA,,2,1,NA,NA,NA
03531761,1,43,2,1,1,40,1,12,NA,2,2,55000,1
03531761,2,44,1,1,1,40,1,11,NA,2,2,40000,1
03531761,3,10,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03531761,4,7,2,NA,NA,NA,NA,,NA,2,NA,NA,NA
03531804,1,43,1,1,3,84,1,10,6,1,2,32000,1
03531821,1,59,1,1,1,60,1,05,NA,1,2,100000,1
03531821,2,57,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531821,3,21,1,1,3,48,2,15,NA,1,2,15000,1
03531831,1,77,1,2,NA,10,6,13,NA,1,NA,NA,3
03531831,2,49,2,1,1,40,1,07,NA,1,2,NA,1
03531841,1,48,1,1,2,30,5,10,NA,1,NA,NA,2
03531841,2,48,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531861,1,81,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531861,2,78,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531891,1,75,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03531891,2,61,2,1,1,40,1,03,NA,1,2,NA,1
03531911,1,51,1,1,1,40,1,10,NA,1,2,NA,1
03531911,2,39,2,1,1,40,1,06,NA,1,2,NA,1
03531911,3,33,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531911,4,14,2,2,NA,NA,NA,,6,1,NA,NA,NA
03531911,5,13,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531911,6,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03531911,7,6,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531931,1,48,1,1,1,45,1,01,NA,1,2,60000,1
03531931,2,47,2,1,1,55,1,05,NA,1,1,55000,1
03531931,3,22,1,1,3,48,1,12,NA,1,2,18000,1
03531941,1,28,2,1,1,40,5,03,NA,1,2,12000,2
03531941,2,32,1,1,1,80,1,03,NA,1,2,95000,1
03531941,3,2,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531961,1,71,2,1,1,40,1,01,NA,1,2,85000,1
03531961,2,45,1,1,2,25,1,05,NA,1,2,NA,1
03531971,1,43,1,1,1,70,4,01,NA,1,2,NA,1
03531971,2,43,2,1,1,50,4,02,NA,1,2,NA,1
03531971,3,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531971,4,11,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03531991,1,27,1,1,1,40,1,01,2,1,2,60000,1
03531991,2,31,2,1,1,40,3,01,2,1,2,86000,1
03532021,1,38,1,1,1,70,2,15,NA,1,2,98000,1
03532021,2,38,2,1,3,46,1,02,NA,1,2,42000,1
03532021,3,3,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532021,4,1,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532021,5,1,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532041,1,45,1,1,1,40,3,11,2,1,1,50000,1
03532041,2,43,2,1,1,40,3,04,2,1,1,34000,1
03532041,3,18,2,2,NA,NA,NA,,2,1,NA,NA,NA
03532051,2,87,2,2,NA,NA,NA,,NA,4,NA,NA,NA
03532061,1,30,1,1,1,50,1,01,NA,1,2,50000,1
03532061,2,23,2,1,1,40,1,03,NA,1,2,34000,1
03532071,1,67,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532071,2,73,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532071,3,47,2,1,4,32,1,10,NA,1,NA,NA,1
03532071,4,21,1,1,1,40,3,11,NA,1,NA,NA,1
03532081,1,39,2,1,3,40,1,03,NA,1,2,13400,1
03532081,2,16,2,1,4,10,1,10,NA,1,2,2560,1
03532081,3,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532101,1,38,1,1,1,40,1,01,NA,1,NA,NA,1
03532101,2,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532131,1,54,2,1,1,40,1,03,NA,2,2,NA,1
03532131,2,56,1,1,1,40,2,03,NA,2,2,NA,1
03532141,1,50,2,1,1,40,1,04,NA,2,2,NA,1
03532141,2,54,2,1,1,40,1,03,NA,2,2,NA,1
03532161,1,52,1,1,1,55,1,03,NA,1,2,150000,1
03532161,2,54,2,1,1,40,1,03,NA,1,2,92000,1
03532181,1,40,1,1,1,40,1,10,NA,4,2,102000,1
03532181,2,34,2,1,1,35,1,03,NA,4,2,130000,1
03532181,3,5,2,NA,NA,NA,NA,,NA,4,NA,NA,NA
03532201,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532201,2,52,1,1,1,40,2,04,NA,1,2,NA,1
03532221,1,61,2,1,1,50,1,06,NA,1,2,55000,1
03532221,2,62,1,1,1,40,1,10,NA,1,2,40000,1
03532241,1,75,1,1,1,40,5,03,NA,1,1,5000,2
03532241,2,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532241,3,68,1,1,4,15,5,07,NA,1,1,29700,2
03532281,1,87,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532291,1,30,1,1,1,50,1,01,NA,1,2,82000,1
03532291,2,27,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532291,3,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532291,4,8,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532291,5,5,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532291,6,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532301,1,38,1,1,3,80,1,12,NA,2,2,40000,1
03532301,2,40,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532301,3,18,2,1,2,25,1,05,NA,2,2,20000,1
03532311,1,71,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532321,1,66,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532321,2,65,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532321,3,35,2,1,2,30,1,02,NA,1,2,28000,1
03532361,1,49,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532361,2,46,1,1,1,40,1,01,NA,1,NA,NA,1
03532371,1,53,1,1,1,50,1,03,NA,1,2,75000,1
03532371,2,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532371,3,19,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532371,4,16,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532381,1,72,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532381,2,65,2,1,1,50,1,03,NA,6,2,NA,1
03532381,3,33,1,1,3,40,1,10,NA,6,2,5000,1
03532401,1,46,1,1,1,40,5,03,NA,1,2,280500,2
03532401,2,47,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532401,3,16,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532401,4,22,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532413,1,33,1,1,1,40,2,15,NA,1,2,65000,1
03532413,2,29,2,1,1,40,1,01,NA,1,2,40000,1
03532413,3,9,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532413,4,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532431,1,44,2,1,3,40,3,01,NA,2,2,NA,1
03532431,2,14,2,2,NA,NA,NA,,NA,2,NA,NA,NA
03532441,1,56,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532441,2,51,1,1,1,48,1,07,4,1,2,100000,1
03532441,3,17,2,2,NA,NA,NA,,4,1,NA,NA,NA
03532454,1,46,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532454,2,45,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532454,4,17,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532454,5,15,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532461,1,38,1,1,1,40,1,12,6,1,2,22000,1
03532461,3,14,1,2,NA,NA,NA,,6,1,NA,NA,NA
03532461,4,11,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03532461,5,8,2,NA,NA,NA,NA,,6,1,NA,NA,NA
03532471,1,64,1,1,1,50,1,03,NA,1,1,160000,1
03532471,2,63,2,1,4,2,1,03,NA,1,NA,NA,1
03532481,1,51,1,1,1,50,1,06,NA,1,1,125000,1
03532481,2,46,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532481,3,15,1,2,NA,NA,NA,,NA,1,NA,NA,NA
03532481,4,13,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532491,1,60,1,1,1,40,1,10,NA,1,2,NA,1
03532491,2,60,2,1,2,20,1,10,6,1,2,NA,1
03532491,3,37,1,2,NA,NA,NA,,6,1,NA,NA,NA
03532501,1,33,1,1,4,30,1,05,NA,1,2,3500,1
03532512,1,18,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532521,1,41,2,1,3,40,1,01,4,2,2,28000,1
03532521,2,18,2,1,3,35,1,05,4,2,2,2500,1
03532521,3,12,1,NA,NA,NA,NA,,4,2,NA,NA,NA
03532521,4,0,2,NA,NA,NA,NA,,6,1,NA,NA,NA
03532541,1,28,2,2,NA,NA,NA,,NA,1,NA,NA,NA
03532541,2,30,1,1,1,40,1,13,NA,1,2,42000,1
03532541,3,5,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532541,4,3,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532541,5,2,1,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532541,6,0,2,NA,NA,NA,NA,,NA,1,NA,NA,NA
03532551,1,68,1,1,1,40,5,13,NA,1,NA,NA,2
03532551,2,66,2,1,1,50,1,01,NA,1,2,NA,1
03532571,1,31,2,2,NA,NA,NA,,6,1,NA,NA,NA
03532571,2,49,1,1,1,40,1,12,6,1,2,25000,1
03532571,3,12,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03532571,4,3,1,NA,NA,NA,NA,,6,1,NA,NA,NA
03532571,5,0,2,NA,NA,NA,NA,,6,1,NA,NA,NA
03532591,1,24,1,1,1,40,1,01,NA,1,2,37000,1
03532591,2,28,2,1,1,40,1,04,NA,1,2,27200,1
03532601,1,24,1,2,NA,NA,NA,,NA,1,NA,NA,NA
